gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	average
BCAT1	1.498593488	3.682967823	8.702721737	3.110622037	5.602395975	4.245656367	32.44912564	1.100245893	10.9471444	41.0518147	4.210745462	4.487656245	17.06174699	2.75385154	8.982294926	18.00002662	5.344108251	0.605891003	24.31921934	0.258484143	2.771294284	2.796685731	6.568482814	35.34526894	8.902796562	2.784322283	4.275008844	0.502213948	32.34167218	29.39365283	1.557960397	8.516383989	18.99327461	1.345713742	32.60432976	20.07656501	14.78440875	1.055925281	9.840952782	7.808205071	3.523657175	0.524580407	1.797070372	17.14076417	1.324583962	0.481010623	9.544821829	34.00680351	13.98319524	2.481926548	1.81996475	2.202749404	1.660100848	10.02210678
GEMIN5	12.78137432	7.992394991	14.3023546	11.0521638	7.842187233	9.820424534	15.01667789	5.779374002	8.423456566	8.149934257	6.087209334	17.50970968	6.232334843	7.544749768	10.56846606	17.87396958	8.484850175	7.269137739	15.70279725	8.019411836	7.720263484	9.595628064	8.316459047	5.497229474	10.52651139	7.802266778	6.976609477	11.16156056	10.17227353	10.33978851	9.061661708	15.38359948	9.513431026	8.75685892	6.713274307	4.51682169	13.54930578	10.22059533	8.018014256	9.266488321	9.016071771	22.28423938	8.852403871	9.659860794	10.66983475	11.06068454	24.77314666	4.991833304	12.01027617	6.282455286	5.335412791	8.611032072	10.34455981	10.06515907
UTP11L	26.71902646	34.47073215	93.36007701	40.79284944	24.71683105	53.22616868	36.28654957	36.19869159	40.07371017	36.45352386	34.72354379	37.71589678	40.74817564	45.68391717	42.08241108	45.1536737	26.34169366	34.13058028	47.02841316	42.91221922	43.38536197	34.98529975	29.89397903	21.76519	37.59265287	31.84901345	48.50529131	44.3908436	35.85887422	41.72273685	36.32570428	44.91134491	37.01709199	41.85643945	28.47959091	36.70543896	29.34927596	50.78155779	36.56293217	54.5748337	37.07768609	30.91128526	29.10098433	56.70372646	55.25434183	34.29017837	118.7944109	34.77461271	53.588229	38.51968467	23.77029144	56.97724472	50.44304897	41.61392193
NFATC4	8.790470813	1.485298291	6.206758008	11.28489878	4.813174076	5.959004498	2.588865216	6.774276164	7.770291866	19.06207487	5.994104127	4.568598274	0.967109646	5.105715447	2.388308121	1.192037	4.665903685	14.90194073	2.530865531	17.78525101	6.736021078	8.587824832	4.18124904	3.538249966	8.021290804	1.465987336	11.21191215	5.500091855	8.876775203	4.455046054	3.538690603	4.084085563	25.49381603	21.38729819	23.79125026	5.892917672	3.90271003	15.65539896	2.825479709	13.56122421	7.728012543	2.11235302	11.03298231	1.488685607	1.282933818	8.559978528	62.99636253	11.05045732	2.619193766	13.54987386	3.75731144	8.641861035	2.361523588	8.579694246
DMXL1	17.04985594	19.22826655	10.17074277	10.28208173	8.850436735	14.37353954	21.47492165	12.56694482	18.49352363	17.8252705	13.3189724	16.1402659	6.9372372	14.72844861	20.25386189	8.027946021	13.05297066	10.12212972	10.72531429	19.27637642	16.0609435	22.35167137	19.94955289	15.04411898	14.35199312	13.40123374	26.81866411	18.43529102	19.10601921	12.70146844	9.320872208	12.00758334	20.32247266	11.96327014	14.76007954	4.762139707	6.84911472	8.007093884	7.734314952	13.35789233	12.17581103	17.25111296	9.119857538	9.788604667	12.09684883	20.41364224	44.5761473	7.874614611	11.44753796	13.20617492	14.94208937	15.97805302	11.41880301	14.53762631
HACE1	5.673151748	4.403872925	14.66632364	2.886539084	9.337094904	7.709076658	4.423106606	3.811682534	5.099812422	5.916814234	2.395331063	4.1378003	3.94121259	4.67688705	5.41563796	2.37540853	4.007964062	3.216605542	4.728419812	5.001051881	5.310854245	4.806435819	5.601595911	3.537672775	5.861438641	3.424627947	2.686339872	6.318076912	2.714727315	6.734026599	4.547847425	4.781503235	4.318302827	5.212117543	5.956769851	1.557912089	2.606928076	2.546676267	3.035739526	5.59196444	4.37885601	2.796956775	2.193770447	9.029591735	2.910751194	3.452428096	27.95790639	1.458035659	1.95060801	4.934277267	2.937474628	4.715046813	3.067598776	4.957710428
TRIM44	29.85203514	15.90773217	55.3197597	11.97939233	26.55703954	18.62488427	28.35322628	3.933863938	20.68519709	18.26333799	6.616496002	27.95439722	13.15711038	14.60621213	9.202612702	14.52141221	14.94432388	14.44849308	16.19653527	8.924443964	23.3148573	32.37674208	19.55301643	18.73978531	17.22135417	5.706346453	12.25609979	16.25113959	16.43586106	22.28630668	10.1787637	30.51182206	25.19618681	6.646358677	14.85289311	5.466168547	72.50867202	9.233761435	15.86344597	34.42625358	15.80225429	22.02794834	19.25952677	28.18325948	16.0385746	11.83595903	42.82412788	4.337388073	11.88290193	9.887789764	9.230779314	19.97225185	15.19704246	18.9727197
NIPSNAP3B	0.99835316	0.992673317	3.815492484	1.389748055	1.635425813	0.887144388	2.068961601	2.245458159	1.625519671	1.598087097	1.402051574	1.322330747	1.791691237	2.218038352	0.835469877	0.807912704	1.06770296	2.00390474	1.70777019	1.508267528	1.820737448	1.196737501	1.201847907	0.689357303	1.24375146	0.854079026	3.199528489	1.118083649	1.574456984	1.499248798	1.47065149	1.430037032	1.196087282	1.564608316	1.301250714	1.138925105	1.031876829	1.681541706	1.235434862	1.225769476	1.930568286	1.296178949	1.576223706	2.831958807	0.729630231	2.394152577	2.880449566	0.88027364	0.888094877	1.668509872	1.847707553	3.164540715	1.791622071	1.57501747
PDLIM5	16.11987589	51.79540771	8.656512762	23.95153547	64.88496381	31.12108867	29.44450682	12.21023643	38.19165719	46.1168828	21.61765238	40.36229027	16.91619666	23.22080873	54.98306296	54.92495247	26.32808359	12.18152908	35.38127755	27.45609674	23.19461636	38.65490772	19.47517195	19.99279446	60.97104821	21.71767013	12.23882859	32.87536444	49.35660226	24.50847973	12.71308975	30.16276684	62.77048579	19.08102309	63.01800591	23.7233725	19.65294988	22.8759425	21.94316248	34.33793518	40.16840595	105.6064952	43.3788626	30.80502984	83.95352594	22.78620861	16.00449986	18.82534299	49.87026053	34.25124291	19.23398912	43.74850413	7.165734724	33.30050827
REEP1	0.180666495	1.396665254	13.23480358	0.479873385	0.31457126	0.01282488	0.298102875	0.122687823	0.688578236	1.969069378	0.475170288	4.349531157	6.43043802	0.636473478	0.138978044	0.229760211	0.208582419	0.268921349	0.314773808	0.019410143	0.097322221	4.462934518	0.823307114	2.902706842	0.74260357	0.129167302	0.67429856	0.097960123	1.791135552	1.127277022	1.216285115	0.618734651	1.151917485	0.059872612	6.012326488	1.146979941	0.211552784	0.155618113	0.090923086	0.588994141	3.992640027	0.047192077	0.555555555	0.133433479	0.01977712	1.346899613	2.479289176	0.189873332	0.092029045	0.942280617	0.207147513	0.649086196	0.22784505	1.259525436
ABI2	29.71601249	7.831978384	26.19803529	19.64367435	15.81982074	13.52761488	20.457233	12.14190609	19.95804376	15.4623912	13.50466815	14.13315445	11.9173551	17.90433979	10.91559016	8.432238617	17.06932369	13.76657474	14.24696947	13.16587229	12.99373417	15.36858998	10.3915356	8.254099191	12.00793986	13.65613458	13.6018276	15.6454307	21.56001028	11.14602662	15.27120714	21.32290213	16.70936027	13.93250748	14.75691998	5.6135925	12.64018155	14.61621909	17.05217896	9.340741287	9.251046304	12.2921282	16.50800085	15.6838155	5.086276216	12.39039885	23.02363886	13.93562004	6.609927353	11.48786965	9.84919679	25.69668512	12.16243704	14.4466222
PTPN11	69.31746316	51.08000984	58.21934034	35.12717765	68.21330675	103.9939927	85.51175317	42.94017031	67.21469404	50.599492	43.82479315	66.14391728	49.52304755	59.11471883	68.40740507	76.50008735	58.64481323	60.41244035	76.3130768	39.02868794	79.918673	68.24856907	87.38183995	64.48774894	80.27415119	95.89622214	90.89099852	55.09907917	70.08116773	64.47224244	42.09126871	43.67676346	73.31792757	45.66897552	60.20068247	23.25297251	42.53293134	36.33660157	40.4830546	53.43394012	47.15628334	60.41544285	43.1311622	100.5162996	50.1910418	37.11351861	101.9125805	23.88774803	46.76486282	47.86146487	27.3975848	63.02241308	102.6265728	60.37496552
FGL2	3.532345842	9.219155135	0.803864515	6.141550005	14.61496562	0.884553074	98.62702023	0.734928584	11.18043585	4.592369102	5.432154701	2.294921999	5.691917415	6.497981328	2.842466793	8.016082372	3.467652421	3.301852169	6.578929902	2.128090111	4.667824401	16.97276911	6.976742711	8.949263876	4.79522786	6.47578386	4.018302523	3.539104031	12.91191089	8.203331071	5.503816476	2.703142894	21.23485667	1.737613161	9.750095658	6.601814999	15.18878381	0.948417007	1.81210797	16.68244764	11.21086856	2.956527389	7.522780348	36.43764718	1.24300764	2.861154845	0.700217496	6.799434337	7.138147921	3.719405162	3.237349166	2.345347535	3.553240903	8.414749476
DENND5A	12.62354063	14.64068072	42.05258509	23.70073851	15.93679458	11.03057369	41.78210793	9.369740174	20.21047327	17.45939559	7.697355997	13.77807867	24.28551969	15.24503856	17.92127396	12.17414674	13.22771612	7.349085432	17.29631951	3.50035639	13.95714058	19.91283689	14.66237329	15.26923426	12.55693414	6.689887361	7.527957619	11.12259837	27.04911809	10.94573566	11.08880436	26.67300709	25.21663353	13.91818141	20.24448888	9.910014237	16.13525851	7.855519335	23.59949719	30.62950456	20.84022133	12.9656473	21.00826369	24.1355712	7.090300035	16.82628568	23.26221369	6.179767329	5.866052129	11.18694501	10.70119821	12.79785279	17.78608464	16.16778584
SCML1	2.994312178	7.273477128	7.823975574	3.859990555	3.090457199	8.077116343	7.419235597	3.134811256	3.585209752	2.485009225	4.40484534	2.695064123	7.040207339	5.054595049	2.80153203	5.109035381	3.180423735	4.194310963	5.651713668	5.2168669	3.543688489	2.527136291	3.239518508	1.869388122	8.934810262	1.411445658	2.570700852	2.597698639	7.298218885	2.823842194	1.142101295	5.195887121	4.818776652	2.739879998	4.323463126	1.553480923	2.388045215	8.411795766	9.530447275	4.972683638	12.8507219	3.822553174	1.942230398	16.06678372	6.428131073	1.007880323	9.383607889	7.34277496	12.34802932	1.824482931	6.233969548	10.0208226	41.98641196	5.815916944
C5orf42	5.048817979	4.287089714	7.331881844	3.512056561	5.013594522	23.72025065	9.570621333	3.895882266	6.702922984	7.096139555	3.822005547	16.3084495	13.83788466	4.925902659	5.801712151	2.833317831	6.729066118	3.920247986	16.82864337	4.589031502	6.20495436	4.062696435	6.138686608	5.315968507	5.59384632	1.619338904	2.583810047	7.722599645	7.732732631	5.462919112	6.409141269	8.442154574	6.162586061	3.464965271	6.338838637	1.306077912	3.794777418	10.5263122	3.092175227	8.774634201	9.510937965	1.695949755	9.388878969	17.63136479	2.604512967	7.88965735	26.97315005	2.235121929	1.697222426	7.093279043	3.835841308	13.93522835	7.486617126	7.14155653
NFYB	24.75390584	9.970132717	29.89503736	14.99678363	11.78194872	21.62114233	13.91665786	18.10912288	21.12634188	27.13215619	22.20340139	19.78067005	26.10979304	18.47862079	13.43505175	20.86830277	17.80776777	15.8070737	16.58881466	17.15537122	13.50235927	16.03285026	21.85052498	16.62121052	27.36826192	28.45515239	10.63389006	13.05341908	19.20960765	36.77023594	19.97805193	25.64786325	15.53749948	17.8539164	22.57457096	15.60321049	10.07697148	12.2917357	12.85634121	14.84700956	14.76097718	10.88087728	16.31649274	20.96294947	12.48551444	17.05890251	30.80549273	23.13108266	12.65266039	19.1913402	13.65202088	21.56680181	40.52566446	18.98667086
CPEB1	0.105751853	0.163882363	7.750584857	0.684249221	1.144249213	3.576526497	3.216892122	0.241732559	0.463832434	1.22991848	0.175772164	0.090304611	1.390206424	0.271856462	0.268814093	0.181079174	0.141626999	0.445358531	0.059868549	0.080018047	0.41837359	1.457706351	0.150815747	0.573405032	0.851128053	0.115157971	0.4324413	0.043551297	1.123316253	0.111668212	0.472096929	0.123855972	2.009987909	0.024198434	1.975276564	0.367864864	0.11345498	0.218284203	0.035435533	0.878957612	0.326101889	0.14473346	0.868323983	0.099278733	0.099915336	0.576391919	0.362408049	0.475136264	0.177709208	0.710653093	0.284213636	0.086704979	0.102712504	0.707429896
TRPC3	0.276527623	0.03418485	4.056942302	0.218464536	0.074307073	0.058385844	0.800704852	0.130908254	0.342089489	0.114926637	0.274987413	0.08476643	0.015722268	0.34573331	0.357778966	0.10459938	0.151932949	0.246348349	0.126443122	0.039764498	0.191323018	0.447203255	0.242685519	0.111359871	0.193425221	0.077828824	0.120507688	0	0.488160078	0.364773075	0.20258024	0.262415791	0.680731873	0.027257278	0.794036353	0.160019171	0.162060711	0.034728359	0.014783268	0.336896682	0.218644847	0.069508376	1.254716287	0.483208391	0.01500604	0.080681864	0.18317512	0.101154008	0.096982964	0.266828127	0.186127985	0.175296277	0.275941731	0.305199367
DENND5B	4.591562095	1.966925454	15.62702064	3.143280033	5.656373876	6.862253928	10.14879009	3.649135452	4.274493684	7.051367656	2.614103666	1.754004937	5.014778376	3.724380059	3.306927778	5.726388255	2.311039945	1.872842184	6.823394974	6.205458891	2.628828149	4.05038394	4.48830716	3.024618925	3.142227733	2.786070134	8.799237542	1.063856951	4.27491611	5.066138363	1.981890072	4.330579902	7.280346277	5.761898303	5.482286653	3.056516191	3.256590455	7.584464148	1.818748823	7.614661167	6.719950174	1.673366294	4.687105172	25.29266309	3.619913787	7.637606883	14.80862959	2.238029841	1.59295617	3.251362227	3.764926148	8.920501079	2.06736373	5.20927289
PREPL	28.56591051	18.17457393	25.52546892	23.38047063	16.10071011	19.03844667	20.76213286	9.543451838	23.45186206	14.21741012	19.48655984	16.42886703	27.58189211	25.9507812	9.290622513	9.622787251	26.16476808	22.79277596	14.48893711	17.63818336	14.22791413	18.90041638	23.95336417	29.72718507	19.45146755	23.65665367	23.84150031	31.12156839	24.9769921	38.89955886	23.14860691	24.05503141	18.51928406	14.62222104	14.33808593	13.81160486	13.33131258	11.66525585	20.62482878	9.356062797	9.684362071	32.97677155	24.21587009	18.30782679	12.16409482	31.88015972	31.9317781	6.622326881	13.57485313	24.97366013	25.13849059	29.92924597	40.63434243	20.80130772
NT5DC3	4.087451767	4.912896268	8.431373338	6.011996396	10.44793673	4.894724897	6.326517543	5.684470198	4.957673708	8.563306681	4.361589064	6.715598074	9.126749574	4.526664847	3.007935891	6.874134191	5.466429252	5.277107442	8.048098976	3.916571156	2.93486343	7.297861653	6.252584138	5.563845872	7.238168271	4.925951228	3.298825771	2.570284714	4.521440662	6.083086786	6.197925914	10.3633528	4.411683686	4.652475025	10.31585806	3.295492987	7.761687021	6.031149779	3.999220992	5.524549866	6.736364598	6.166131447	3.269259094	24.57098947	4.077609023	5.636178309	18.42793741	3.27249039	5.225370493	5.895463341	2.69742815	6.900551676	43.12216277	6.997688129
KCMF1	9.911331156	19.42152902	18.92813488	17.3825087	20.84358754	32.07523087	15.55833505	7.694386853	18.20163724	18.65276339	20.71103279	18.24083816	39.1661897	17.69188526	21.34729521	19.09633521	15.73922793	21.28162397	26.39406861	17.58132365	18.67589421	16.75804974	23.83979318	13.4918269	24.10189012	27.48453642	19.11623346	17.26854506	22.38627134	28.8121831	13.39205038	21.92984766	17.15059878	17.5883537	13.5483538	17.05245766	20.52281018	26.813876	21.90527422	8.892418816	13.39727661	31.68488098	14.72384916	44.56803034	18.10887546	13.78948754	15.04133987	15.24608459	22.13741219	18.56841567	11.35931908	22.763409	40.58374226	20.16269156
MKRN2	10.80698284	20.03327645	34.42486594	20.1169008	13.12717848	41.80935278	21.61072188	16.52342298	24.93894982	26.80133946	15.09876722	24.08383689	11.71345098	33.59773324	11.86568891	18.83707677	18.76532427	26.09393057	15.96153955	19.20124306	15.03488724	18.68759503	77.13876528	19.74834668	24.88777195	32.65598876	29.82010532	20.85544863	13.92669953	45.71421511	23.99240671	28.08232087	17.5806367	21.63012493	20.72095352	18.68023518	9.539520433	36.13817564	10.68516927	13.43206716	13.96310117	35.57571694	18.67526754	26.89602649	8.83052387	22.88054093	44.41123011	18.09406604	29.67221675	19.94307795	32.23152508	25.5066937	49.45704812	23.97169909
EP400NL	5.095882018	6.440820751	12.22269134	9.612156946	8.216034295	10.21216309	9.663070648	11.61275572	7.659733488	7.588520141	8.212842949	7.061702707	6.20425459	10.29437233	10.71902064	0.598211094	5.629845473	8.737922478	4.298647533	4.826271174	3.599307853	4.402611369	2.827275579	5.283702144	9.907813904	7.608057118	8.113117702	6.085827368	4.303127197	12.78074251	6.951422493	8.092781704	9.348372878	9.976720694	5.222717482	4.728330416	5.366824284	7.646634796	6.72144896	6.599396577	4.466867496	7.028933181	2.043504755	8.316825795	3.654526444	7.871370451	16.07137933	9.773258323	4.119217638	9.948401831	4.518121278	8.199275837	13.37290763	7.355806461
KLHL4	0.14694768	0.140786038	0.891297054	0.062690094	0.064615125	0.034904731	5.738802907	0.013913015	0.252849845	1.907124171	0.058451682	0.09459483	0.012532295	0.269024146	0.030019722	0.192808564	0.227074682	0.04760375	0.02239743	0.00704366	0.40935422	0.207496239	0.128963876	0.231776577	0.368691758	0.020679245	0.050556458	0.035548321	0.277049726	0.043447256	0.201847123	0.932010936	1.135471509	0.007242303	0.970934901	0.181258197	0.195614498	0.091351079	0.005891908	0.482279495	0.967269966	0.037776455	0.122064391	0.049521571	2.568708043	0.087010228	1.046403458	0.124610546	0.077305595	0.302674239	0.128581723	0.00998068	0.021200435	0.410114234
FAM53C	18.06553936	17.12061385	24.3050212	17.04868744	14.50480036	14.11925856	24.69050843	26.92415874	16.92035268	12.27193977	11.30244678	20.52304841	17.53513463	24.28499569	15.6373611	13.67380033	16.05691429	16.6761572	17.34639439	13.21888963	15.13759303	19.70775749	16.45376407	11.63998448	9.640795004	18.7556846	16.57476945	15.46748546	30.31663827	28.95913497	9.438277501	34.94235984	16.20027314	29.9024439	12.92065284	7.905691727	11.19163907	19.93997726	13.59583836	19.61186742	12.9287702	19.6597814	20.82188567	17.87856341	22.23022914	21.16516713	45.42532168	14.58719221	15.84103489	9.830602222	13.05298313	17.24627235	28.45928984	18.2953914
PDPR	11.91430434	9.00566084	20.04915042	4.457381119	7.882812548	21.95616784	19.15509391	3.093391877	7.275287394	6.784534664	7.218888856	32.82028849	18.89531333	12.61935673	7.306519297	14.14955816	5.380056272	4.754586528	10.78048821	9.540814062	6.491511053	7.153034508	6.09686733	2.717118626	8.61194754	1.290731556	3.944755693	6.500004983	13.74507137	6.977939454	5.17269004	13.55659518	10.03736524	11.61888257	6.343191476	3.493650326	7.052150786	5.148868906	5.704618395	8.238283835	8.995179408	14.51476631	20.69117329	40.80012015	4.23437666	12.07790791	27.70993679	1.688313674	5.074748635	17.73624369	4.501330652	25.40504978	14.90695663	10.81643467
SDC1	776.9893349	3559.38739	60.56668691	1109.768987	54.95221551	1270.147883	119.6155589	1194.42857	1792.317532	657.4801609	1984.086363	715.5332775	959.0903389	1280.925862	1895.35232	710.846602	1879.699759	3071.971634	1922.371606	1400.702191	691.8281088	1381.157341	1097.259312	621.8218303	2598.66151	2146.828636	1270.417632	2030.066368	1296.412315	84.63045443	1872.841125	1826.044702	988.3153822	1138.333223	2436.781538	1217.098668	661.496144	636.358146	2725.712472	469.1885468	642.5685287	878.0302893	434.5830385	247.3129887	1116.060938	1333.950915	20.00615463	586.9698715	1110.200006	1270.68702	174.9305261	917.3022926	1497.718068	1204.48695
EP400	30.65701614	21.5306377	26.85725019	37.00906632	37.02754576	46.91125377	53.96606593	36.51457385	37.30516027	18.72889667	27.54201258	44.29218485	41.79516315	38.54904387	31.53964646	11.5695615	33.89439216	32.20239073	21.66784342	17.05667149	28.9667876	31.41830373	21.0461073	29.15203887	47.50278735	32.74040629	28.44642719	31.99195827	33.29637804	29.85136326	32.6453732	40.16368567	33.64249475	35.5136442	30.71162753	12.44985171	15.75728801	39.42330833	25.77823772	28.41797919	20.59877613	29.22884067	19.11940393	62.49724228	23.11542348	36.80149108	105.3802637	13.25715711	21.91559211	33.477835	16.33568998	44.62021235	108.4992095	33.78074646
KIAA1468	15.56816537	8.551831557	5.475187319	17.77006982	8.039292687	11.87189547	10.04903958	12.63847267	19.79865081	6.716417389	16.44268005	14.02116053	16.17234655	13.70963945	11.59779709	5.870100148	18.16394661	16.93978631	6.697343951	30.22552846	15.90207833	21.13946101	3.366838901	12.14016788	21.08797164	24.48854706	8.879698236	20.0022393	12.14914376	17.51759251	12.73448978	16.22790112	15.80597067	17.36136343	6.579087319	3.555921348	12.88153999	4.968878886	16.40489566	17.47035631	6.955918466	12.00050774	12.89383181	8.759776145	25.30046498	12.74010251	18.98272515	8.58601652	14.87732873	26.04622804	24.09225229	17.41279006	24.43075401	14.34079606
MAP3K15	1.170242733	1.132244945	4.191800621	1.832256432	1.763376814	1.690037119	1.462771149	1.741686887	1.503158945	1.957510041	1.211817391	1.377612802	2.124888617	2.155749477	0.853079386	1.260638525	2.062992548	1.408087692	1.957927769	2.07974828	1.564429367	1.618708351	1.702976221	0.984609417	1.483594657	1.263407371	1.949395634	1.22361584	1.423921702	1.465202281	1.535272805	1.616726951	1.256132324	1.606669291	1.30225468	1.049605509	0.939664257	1.435858767	1.366220881	1.178178338	1.752145119	1.30895745	1.543233691	2.589584593	0.966659454	2.55372322	2.085986538	0.801450536	1.44385533	1.559844965	1.630012681	2.55683302	2.989898946	1.63558978
TMEM63B	20.22693325	93.84354749	22.35948837	25.1366872	45.28941604	47.55942249	31.64968603	59.66282251	80.10704837	46.33515172	54.96685661	51.82370869	56.78048605	55.02077652	30.88254616	21.04287709	34.028883	77.17657852	38.0896413	54.12032005	33.37848373	50.15482827	37.97533697	63.39548946	95.62480833	48.92635164	23.73016429	78.25382952	38.27984856	52.28277828	50.38135018	61.58409968	65.04877814	68.95849678	43.88434982	24.91969984	29.75147803	53.62803602	83.06681511	38.43175383	103.8803036	88.54351245	52.29312626	30.01263783	64.90599943	53.92948951	48.57889894	24.7435452	71.64735127	65.75966079	68.27929167	59.34725408	68.73698868	52.61165498
DYSF	4.82312736	4.299300254	4.628719212	4.904424706	10.41259295	2.514797913	23.49607871	1.674508813	4.748959508	8.976918508	3.194828793	2.719123156	2.357986143	12.12537807	7.935619464	6.68017471	4.990436748	6.340066072	13.8753114	2.015308469	13.91647367	7.386267752	17.82434786	7.422877336	7.254963275	2.883307438	3.091116538	3.819639463	5.473671859	4.625239665	2.81853961	2.938044888	26.76685234	3.646521581	10.82923535	7.399167185	4.81862179	6.85107794	3.010569783	7.540262746	9.620736354	4.5834182	6.284477492	3.958063597	2.311947361	2.64716021	3.440234777	3.820631303	4.648713679	5.988739589	9.428044089	1.96480328	3.781232724	6.519031353
ZNF382	0.273666769	0.125658688	6.856965879	1.09374708	0.916268342	1.561346942	0.710876509	0.875784522	1.639287197	2.55200694	0.454866736	0.093476835	0.112696033	0.88960684	0.191042122	1.340917855	0.251317847	0.551557283	1.216192894	0.112062662	0.17766984	0.338585291	0.802869984	0.36840887	0.412691364	1.5687147	2.042321516	0.159833231	0.452190723	0.20343998	0.158239486	0.355315957	0.430947259	0.090174522	0.871045267	0.547962117	0.122546538	0.681685995	0.048907086	0.394261257	0.735392492	0.146333532	0.245134501	3.57017393	0.033096053	1.392158685	5.280799067	0.182533683	0.115504609	0.509273268	0.595236807	1.870958075	0.201642505	0.885384796
TSEN2	5.660650721	6.337733264	14.76502131	14.34878738	5.498531689	24.69719202	7.919223481	8.685338408	8.483261001	6.871976338	9.480278456	10.14434958	6.435584555	15.21416848	4.048099529	8.068777876	12.03162768	14.08880618	6.32145036	15.43463421	5.459019437	9.499922734	44.05556445	11.11541285	13.8351917	13.07135101	22.60257848	11.92018124	4.295329143	27.61039658	12.18510717	11.80635444	6.906346358	13.22256266	5.066093094	17.43435323	6.828939033	25.69069137	7.1309753	6.482603671	6.330883593	20.69222904	9.901705819	17.85945917	3.938645793	12.87948098	11.65158083	9.719182821	10.03661627	13.01924605	16.02266745	13.78152246	19.81551555	12.19628684
PKNOX1	7.807478998	9.466206891	27.56129344	11.10747399	8.127173156	15.29823052	10.40745055	11.1020181	13.80009085	8.679437748	10.06486537	14.07499132	13.08536169	20.7908193	8.332679572	14.57894946	10.15286343	8.950512468	15.38314628	12.378873	11.27981801	10.53290392	10.58243314	11.51525531	20.0407502	11.78020492	11.38068787	8.50600483	18.57656362	24.35801147	11.22895791	16.28996903	13.11050889	14.05692632	21.54799454	14.66102479	8.580252443	12.50232113	8.382758414	15.69031317	10.98301366	6.583692627	13.85538715	17.64452256	10.23253632	24.35021199	23.21212307	6.540535309	17.4540927	16.97708049	10.65971695	16.82472383	17.0198169	13.54888735
GNAQ	48.03640835	38.16192898	95.50800946	65.87632173	85.98190565	46.31810048	79.7440584	25.14795804	59.59281627	125.7416244	32.21069082	63.19245932	73.21867255	71.37552357	52.51497947	35.94987565	45.8183086	45.76123248	76.98795303	22.37680102	45.44892743	81.78057301	91.86927042	247.833242	52.63670118	47.79287387	70.37882094	44.66746898	66.90217075	580.1758819	48.26324328	69.70473844	91.74542807	31.73257521	114.5922152	88.3471462	32.03759754	58.64083598	36.11366164	58.49649709	77.5658502	76.18516086	61.78345934	91.89001007	83.42328641	37.38451068	57.69470767	34.88396468	51.20537729	89.15806651	87.58950466	97.97651229	24.23841102	75.84253432
KLF12	3.135457155	1.133586775	8.757275958	1.714469207	3.261408416	3.193673778	4.252679984	1.701504479	1.694645387	3.532574419	0.86818114	1.511889173	2.103160867	1.258103562	2.858277728	1.994292552	0.575262788	0.553249244	5.776332412	1.131790567	5.564546416	2.502084242	0.398025283	0.549822016	1.174111087	0.458727872	1.410157185	1.294852636	2.358640758	0.535081195	1.30563533	0.944871338	3.269261516	0.562994758	2.086388806	0.756256882	1.728607744	4.357250194	1.281998746	2.215797181	1.183368447	0.408067323	0.993476588	5.779262026	0.110750428	0.80416778	2.58578432	0.77483466	0.460480048	0.706926644	0.745993853	8.846434089	1.010099846	2.078727789
FUBP3	55.51256861	50.72968903	109.0323992	32.18275845	51.89044888	61.06676851	52.94297183	22.66487918	43.2163345	40.15292113	30.19284251	56.21945996	46.8336574	68.66872658	49.82405108	40.33833849	43.337532	44.09503858	56.30181764	27.73919328	61.61351882	49.62966903	68.78782378	47.91609002	49.81533467	45.05374291	38.058117	28.94894651	60.25774165	59.615671	28.31929457	59.12079995	49.92167977	25.50707361	49.75252232	36.75923656	35.42836218	31.79829667	37.67689219	59.83206943	73.3328946	48.50429346	27.10066159	71.1118544	72.51715467	31.71782774	35.03869121	20.16673708	47.20216767	36.33748201	45.45236311	80.53940799	54.88668098	48.12572634
TMEM9B	50.14295433	76.34387901	31.27329028	61.72767188	34.52097698	41.64999589	59.7062655	49.4520467	80.72668625	53.02193672	45.08120357	60.85448869	35.19679817	43.83118006	67.6231858	26.6658477	39.13600915	59.22354449	42.6171429	42.71811822	67.36270129	104.4612865	64.03277053	69.63695731	62.12627425	61.54875893	73.12275896	117.2355958	46.7456235	56.20719497	45.56759785	34.09096463	59.67085591	84.30868941	65.56715067	51.58911328	46.42550014	43.99929434	81.93702967	58.05632109	71.50466888	82.05168345	96.17078524	58.0235883	65.32810636	86.81123653	56.0849574	34.46857811	33.33362504	69.35936023	83.87493654	57.80839859	50.65973549	59.25821361
